,City,Lat,Lng,Max Temp,Humidity,Cloudiness,Wind Speed,Country,Date
275,Vardø,70.3705,31.1107,35.58,80,100,13.8,NO,1666473586
276,Puerto Cabezas,14.0351,-83.3888,80.56,89,75,9.22,NI,1666474136
277,Konde,-4.95,39.75,74.57,88,6,5.59,TZ,1666474136
278,Umm Kaddadah,13.6017,26.6876,84.58,15,94,14.41,SD,1666474136
279,Makīnsk,52.6292,70.4169,28.27,90,100,23.0,KZ,1666474137
280,Palizada,18.25,-92.0833,80.96,69,68,5.37,MX,1666474137
281,Putina,-15.4667,-69.4333,57.9,30,79,9.53,PE,1666474137
282,Mana,5.6592,-53.7767,82.15,78,13,11.63,GF,1666474138
283,Pyinmana,19.7333,96.2167,72.7,80,33,1.19,MM,1666474138
284,Aksarka,66.5606,67.7975,24.84,86,25,8.12,RU,1666474138
285,Taungdwingyi,20.0167,95.55,75.02,77,92,2.55,MM,1666474139
286,Salym,60.0625,71.4789,27.86,94,31,5.46,RU,1666474139
287,Talnakh,69.4865,88.3972,27.21,96,96,7.52,RU,1666474139
288,Wrexham,53.0,-3.0,57.74,93,100,6.76,GB,1666474140
289,Arman',59.7,150.1667,14.68,65,100,8.5,RU,1666474140
290,Darnah,32.767,22.6367,67.17,66,0,8.84,LY,1666474140
291,Roald,62.5833,6.1333,50.76,87,100,11.5,NO,1666474141
292,Carlsbad,33.1581,-117.3506,73.74,71,40,12.66,US,1666474141
293,Sur,22.5667,59.5289,76.33,73,0,5.17,OM,1666473588
294,Raudeberg,61.9875,5.1352,46.87,13,100,13.47,NO,1666474141
295,Caucaia,-3.7361,-38.6531,80.04,74,67,11.79,BR,1666474142
296,Aden,12.7794,45.0367,82.58,71,39,14.97,YE,1666474066
297,Marília,-22.2139,-49.9458,73.38,61,0,5.73,BR,1666474143
298,Tlazazalca,19.9667,-102.0667,73.45,59,73,3.98,MX,1666474143
299,Vozhega,60.4725,40.2213,34.47,88,99,8.08,RU,1666474144
300,Tyukalinsk,55.8732,72.1967,32.32,73,100,13.91,RU,1666474144
301,Yangi Marg`ilon,40.4272,71.7189,50.72,71,97,4.61,UZ,1666473620
302,Laas,46.6166,10.7002,49.08,85,12,1.63,IT,1666474145
303,Fomboni,-12.28,43.7425,76.86,80,8,5.99,KM,1666474145
304,Port Lincoln,-34.7333,135.8667,57.56,87,100,18.59,AU,1666473566
305,San Vicente,-26.6167,-54.1333,68.74,71,6,6.02,AR,1666474146
306,Port Macquarie,-31.4333,152.9167,62.89,91,100,6.55,AU,1666474002
307,Nizhniy Baskunchak,48.2198,46.8311,41.18,61,85,5.3,RU,1666474146
308,Vao,-22.6667,167.4833,72.59,75,100,26.91,NC,1666474147
309,Half Moon Bay,37.4636,-122.4286,72.41,56,0,26.46,US,1666473605
310,Coyhaique,-45.5752,-72.0662,60.75,20,0,11.5,CL,1666473550
311,Tsimmerbude,54.675,20.1347,50.05,98,100,9.17,RU,1666474147
312,Rantepao,-2.9701,119.8978,65.82,96,73,2.48,ID,1666474148
313,Sinnamary,5.3833,-52.95,82.15,79,41,12.48,GF,1666474149
314,Departamento de Maldonado,-34.6667,-54.9167,53.22,96,84,15.57,UY,1666474149
315,Sarkand,45.41,79.9186,60.13,28,62,9.31,KZ,1666474150
316,Methóni,36.8197,21.7049,64.22,64,0,9.26,GR,1666474150
317,Atar,20.5169,-13.0499,88.38,12,2,10.42,MR,1666473600
318,Hailar,49.2,119.7,25.18,56,7,4.21,CN,1666474151
319,Sibu,2.3,111.8167,75.51,100,40,2.3,MY,1666474151
320,Kysyl-Syr,63.8986,122.7617,13.68,99,99,2.44,RU,1666474152
321,Taguatinga,-12.3857,-46.5711,87.17,34,87,2.64,BR,1666474152
322,Verkhniy Rohachyk,47.2505,34.338,49.3,74,100,9.19,UA,1666474152
323,Vicksburg,32.3526,-90.8779,82.13,35,0,19.57,US,1666474153
324,Katsuura,35.1333,140.3,68.56,79,12,14.0,JP,1666474153
325,Kindu,-2.95,25.95,70.05,96,91,1.79,CD,1666474154
326,Kaseda-shirakame,31.4167,130.3167,68.61,79,23,6.53,JP,1666474154
327,Arnprior,45.4334,-76.3494,66.65,55,4,9.86,CA,1666474155
328,Palm Beach,26.6503,-80.4498,82.98,60,17,10.36,US,1666474156
329,Port Hedland,-20.3167,118.5667,69.85,88,0,9.22,AU,1666473592
330,High Rock,26.6208,-78.2833,80.62,70,8,19.01,BS,1666474157
331,Dunmore Town,25.5,-76.65,79.86,71,6,11.92,BS,1666474157
332,Canutama,-6.5339,-64.3831,82.92,69,100,4.0,BR,1666474157
333,Ilulissat,69.2167,-51.1,39.22,70,40,16.11,GL,1666474158
334,Heiligenhaus,51.3266,6.9711,57.49,85,0,11.5,DE,1666474158
335,Adamovka,51.5223,59.9396,28.18,81,4,8.52,RU,1666474159
336,The Pas,53.8251,-101.2541,44.62,42,0,2.3,CA,1666474159
337,Lompoc,34.6391,-120.4579,73.02,72,20,11.5,US,1666473308
338,Alta Floresta,-9.8756,-56.0861,75.27,82,100,2.59,BR,1666474138
339,Dom Pedrito,-30.9828,-54.6731,66.4,88,60,5.77,BR,1666474092
340,Broome,42.2506,-75.833,66.58,39,0,6.91,US,1666474160
341,Coos Bay,43.3665,-124.2179,57.31,88,75,11.5,US,1666474161
342,Muros,42.7762,-9.0603,60.1,87,59,19.48,ES,1666474161
343,Boa Vista,2.8197,-60.6733,88.66,56,89,1.88,BR,1666474109
344,Seoul,37.5683,126.9778,53.2,87,40,6.91,KR,1666474161
345,Pandharpur,17.6667,75.3333,68.25,76,4,7.16,IN,1666474162
346,Toba,34.4833,136.85,62.6,73,66,7.63,JP,1666474162
347,Fort-Shevchenko,44.5086,50.263,48.29,61,61,1.79,KZ,1666474163
348,Klaksvík,62.2266,-6.589,43.72,79,100,17.45,FO,1666474163
349,Ürümqi,43.801,87.6005,41.95,76,0,2.24,CN,1666474163
350,Korba,22.35,82.6833,63.28,79,0,5.97,IN,1666474164
351,Lagoa,39.05,-27.9833,65.05,67,81,22.82,PT,1666474164
352,Aklavik,68.2191,-135.0107,15.8,92,75,2.3,CA,1666473634
353,Guerrero Negro,27.9769,-114.0611,75.79,56,33,11.97,MX,1666473623
354,Port Moresby,-9.4431,147.1797,77.14,80,59,3.51,PG,1666474165
355,Belaya Gora,68.5333,146.4167,-1.86,95,87,6.26,RU,1666474165
356,Fendou,45.2,130.9167,29.84,65,15,4.74,CN,1666474166
357,Korla,41.7597,86.1469,49.23,40,0,3.24,CN,1666474166
358,Arraial do Cabo,-22.9661,-42.0278,72.61,90,72,10.98,BR,1666474167
359,Coquimbo,-29.9533,-71.3436,56.93,82,75,9.22,CL,1666473651
360,Kangaatsiaq,68.3065,-53.4641,36.36,84,100,12.33,GL,1666474168
361,Langxiang,46.95,128.8833,30.25,77,91,2.13,CN,1666474168
362,Trairi,-3.2778,-39.2689,79.39,78,72,12.5,BR,1666474000
363,‘Ewa Beach,21.3156,-158.0072,85.95,66,75,10.36,US,1666474048
364,High Level,58.5169,-117.136,32.11,100,100,11.5,CA,1666474170
365,Avera,33.194,-82.5271,75.54,26,2,6.02,US,1666474170
366,Porto Belo,-27.1578,-48.5531,71.8,82,37,14.81,BR,1666474171
367,Zhangye,38.9342,100.4517,45.82,32,28,2.66,CN,1666474171
368,Storsteinnes,69.2408,19.2344,39.85,92,100,24.07,NO,1666474172
369,Nanortalik,60.1432,-45.2371,37.96,83,100,3.8,GL,1666474172
370,Ettaiyapuram,9.1441,77.9907,78.71,80,100,4.25,IN,1666474172
371,Paptalaya,15.5,-84.3167,81.39,84,68,4.61,HN,1666474173
372,Eureka,40.8021,-124.1637,63.68,72,13,5.01,US,1666473611
373,Baijiantan,45.6333,85.1833,51.49,41,1,5.77,CN,1666474173
374,Yulara,-25.2406,130.9889,63.88,63,0,13.24,AU,1666474174
375,Constitución,-35.3333,-72.4167,58.1,66,50,10.29,CL,1666474174
376,Cherskiy,68.75,161.3,12.02,96,100,8.03,RU,1666474175
377,Gualaca,8.5333,-82.3,79.47,88,88,2.84,PA,1666474175
378,Dawson Creek,55.7666,-120.2362,35.24,80,100,11.5,CA,1666474176
379,Banjarmasin,-3.3244,114.591,73.54,96,18,2.04,ID,1666474176
380,Lucapa,-8.4192,20.7447,67.64,93,100,0.6,AO,1666474176
381,San Andrés,12.5847,-81.7006,87.82,66,20,10.36,CO,1666474177
382,Margate,51.3813,1.3862,60.31,92,100,3.0,GB,1666473577
383,Mayo,38.8876,-76.5119,69.15,56,0,5.75,US,1666473595
384,Olafsvik,64.8945,-23.7142,40.86,74,100,7.94,IS,1666474177
385,Charters Towers,-20.1,146.2667,73.53,79,0,7.45,AU,1666474178
386,Srednekolymsk,67.45,153.6833,4.51,94,100,11.16,RU,1666474178
387,Taoudenni,22.6783,-3.9836,87.22,13,87,9.46,ML,1666473597
388,Lufilufi,-13.8745,-171.5986,89.38,75,100,12.88,WS,1666474179
389,Sheboygan,43.7333,-87.9334,78.78,62,0,10.36,US,1666474179
390,Mossamedes,-15.1961,12.1522,69.17,81,41,2.06,AO,1666474180
391,Mujiayingzi,42.1167,118.7833,38.35,51,3,6.73,CN,1666474180
392,Kalmunai,7.4167,81.8167,77.4,85,100,6.11,LK,1666474180
393,Dongying,37.4564,118.4856,52.65,71,0,2.84,CN,1666474181
394,Portland,45.5234,-122.6762,61.99,74,75,4.61,US,1666474181
395,Turgutlu,38.4953,27.6997,56.17,22,0,2.51,TR,1666474181
396,Pokhara,28.2333,83.9833,59.79,35,0,8.32,NP,1666474182
397,Natal,-5.795,-35.2094,78.67,74,28,12.91,BR,1666474182
398,Shaowu,27.3409,117.4831,62.8,64,3,2.44,CN,1666474183
399,Turaif,31.6725,38.6637,64.65,63,0,0.0,SA,1666473642
400,La Macarena,2.1837,-73.7849,86.56,61,65,5.12,CO,1666474183
401,Mangla,31.8931,72.3817,70.43,24,0,4.56,PK,1666474184
402,Khovd,48.0056,91.6419,38.32,40,6,6.46,MN,1666473602
403,San Patricio,28.017,-97.5169,87.55,46,0,19.01,US,1666474184
404,Diego de Almagro,-26.3667,-70.05,75.04,17,0,10.85,CL,1666474184
405,Kletskaya,49.3145,43.0584,39.15,70,99,5.3,RU,1666474185
406,Yong’an,39.6957,113.6871,40.3,43,0,2.84,CN,1666474185
407,Rocha,-34.4833,-54.3333,56.89,98,87,6.11,UY,1666473599
408,Esim,4.8699,-2.2405,78.03,86,100,5.99,GH,1666473613
409,Cockburn Town,21.4612,-71.1419,82.74,73,53,12.71,TC,1666474186
410,Andenes,69.3143,16.1194,40.98,65,40,39.12,NO,1666474186
411,Hőgyész,46.497,18.4184,54.54,95,69,9.84,HU,1666474186
412,Hornepayne,49.2138,-84.7705,51.73,79,100,3.8,CA,1666474187
413,Hobyo,5.3505,48.5268,78.39,82,48,12.77,SO,1666474187
414,Benghazi,32.1167,20.0667,69.87,61,0,10.36,LY,1666474187
415,Turzovka,49.4043,18.6226,54.41,100,100,1.14,SK,1666474188
416,Dingzhou,38.5131,114.9956,44.71,31,0,4.25,CN,1666474188
417,Lata,40.1629,-8.3327,61.81,88,100,10.76,PT,1666474189
418,San Luis,-33.295,-66.3356,71.96,32,12,1.39,AR,1666474189
419,Chifeng,42.2683,118.9636,39.43,49,5,5.73,CN,1666474189
420,Tuatapere,-46.1333,167.6833,54.73,65,8,8.28,NZ,1666474190
421,Shelopugino,51.6514,117.5599,23.47,84,9,2.68,RU,1666474190
422,Aksu,41.1231,80.2644,51.08,37,0,2.08,CN,1666474190
423,Semīrom,31.4167,51.5667,47.64,34,0,2.21,IR,1666474191
424,Mahébourg,-20.4081,57.7,71.89,83,20,8.05,MU,1666474191
425,São José da Coroa Grande,-8.8978,-35.1478,77.25,81,18,10.65,BR,1666474191
426,Guider,9.9342,13.9486,81.09,58,23,1.83,CM,1666474192
427,Ancud,-41.8697,-73.8203,51.62,60,100,7.56,CL,1666474192
428,Alvik,60.7477,14.8746,34.25,91,7,4.12,SE,1666474192
429,Balakhta,55.38,91.6,43.21,85,100,2.91,RU,1666474192
430,Wawa,9.9022,4.4192,79.83,50,76,2.17,NG,1666474193
431,Finnsnes,69.2296,17.9811,39.81,80,91,40.8,NO,1666474193
432,Cururupu,-1.8283,-44.8683,79.45,77,94,5.19,BR,1666474194
433,Hanoi,21.0245,105.8412,73.4,82,55,5.01,VN,1666474194
434,Karpogory,64.0019,44.4451,31.68,76,100,10.87,RU,1666474194
435,Fort Smith,35.3859,-94.3986,85.37,38,0,20.71,US,1666474195
436,Red Bluff,40.1785,-122.2358,73.85,14,20,12.66,US,1666474195
437,Cleveland,41.4995,-81.6954,74.35,49,20,13.8,US,1666474195
438,Wewak,-3.5534,143.6268,76.93,86,98,2.46,PG,1666474196
439,Assiut,27.181,31.1837,69.98,43,0,4.61,EG,1666474196
440,Sibolga,1.7427,98.7792,75.47,86,100,2.98,ID,1666474196
441,Tautira,-17.7333,-149.15,77.47,78,35,11.5,PF,1666474197
442,Bell Ville,-32.6259,-62.6887,70.05,27,0,5.35,AR,1666474197
443,Saint-Augustin,51.226,-58.6502,50.65,73,31,18.68,CA,1666473658
444,Yazman,29.1212,71.7446,74.84,27,0,2.53,PK,1666474198
445,Salinópolis,-0.6136,-47.3561,81.64,77,10,14.23,BR,1666474198
446,Caravelas,-17.7125,-39.2481,76.23,81,100,10.87,BR,1666474199
447,Petropavlovsk-Kamchatskiy,53.0452,158.6483,27.19,86,20,11.18,RU,1666473626
448,Cabedelo,-6.9811,-34.8339,78.6,76,48,16.84,BR,1666474199
449,Juneau,58.3019,-134.4197,46.22,92,75,5.75,US,1666473323
450,Giohar,2.7809,45.5005,74.89,85,14,8.37,SO,1666474200
451,Jūnāgarh,19.8667,82.9333,64.2,82,6,0.83,IN,1666474200
452,Russell,32.3502,-85.1999,79.02,25,0,3.44,US,1666474200
453,Conceição do Araguaia,-8.2578,-49.2647,86.68,45,99,1.79,BR,1666474201
454,Hay River,60.8156,-115.7999,30.18,69,75,8.05,CA,1666474201
455,Hambantota,6.1241,81.1185,75.54,100,75,2.3,LK,1666474202
456,Tadotsu,34.275,133.75,64.54,91,47,5.55,JP,1666474202
457,Mahon,39.8885,4.2658,72.16,100,0,8.05,ES,1666474203
458,Kamenka,51.3223,42.7678,38.98,75,100,5.39,RU,1666474205
459,Bandeirantes,-23.11,-50.3675,72.41,65,5,1.39,BR,1666474206
460,Dali,25.7,100.1833,56.05,85,6,1.45,CN,1666474208
461,Samagaltay,50.6022,95.0047,33.73,51,64,4.34,RU,1666474209
462,Aktobe,50.2797,57.2072,30.47,65,3,5.97,KZ,1666474209
463,Pundaguitan,6.3711,126.1689,82.15,78,100,8.77,PH,1666474210
464,Chinhoyi,-17.3667,30.2,72.61,41,61,6.93,ZW,1666474211
465,Nelson Bay,-32.7167,152.15,67.08,93,100,8.99,AU,1666474004
466,Pangkalanbuun,-2.6833,111.6167,73.83,97,100,1.57,ID,1666474214
467,Comodoro Rivadavia,-45.8667,-67.5,75.06,6,0,17.27,AR,1666473573
468,Yaan,7.3833,8.5667,77.2,76,100,3.69,NG,1666474214
469,Traverse City,44.7631,-85.6206,78.87,37,20,14.97,US,1666474089
470,Rājula,21.05,71.4333,77.94,59,0,7.47,IN,1666474217
471,College,64.8569,-147.8028,33.75,95,100,5.75,US,1666474217
472,Kadom,54.5592,42.4675,39.18,88,100,6.96,RU,1666474218
473,Arrondissement de Lannion,48.75,-3.4167,63.14,88,0,9.22,FR,1666474218
474,Lishan,31.8576,113.2951,60.93,49,0,3.0,CN,1666474219
475,Anloga,5.7947,0.8973,80.22,83,57,9.57,GH,1666474219
476,Esperance,-33.8667,121.9,51.8,82,25,12.86,AU,1666474220
477,West Bay,19.3667,-81.4167,84.27,81,40,11.5,KY,1666474221
478,Olinda,-8.0089,-34.8553,78.04,78,34,13.02,BR,1666474221
479,Kutum,14.2,24.6667,73.42,22,12,9.8,SD,1666473632
480,Naze,28.3667,129.4833,76.12,88,97,11.23,JP,1666473345
481,Lodwar,3.1191,35.5973,85.26,38,17,16.62,KE,1666474222
482,Asahikawa,43.7678,142.3703,47.05,86,99,5.41,JP,1666474170
483,Laredo,27.5064,-99.5075,89.89,33,0,12.66,US,1666473987
484,Leh,34.1667,77.5833,29.57,42,0,1.5,IN,1666473625
485,Tezu,27.9167,96.1667,71.51,47,52,4.0,IN,1666474224
486,Torrington,41.8007,-73.1212,64.83,52,16,3.51,US,1666474117
487,Lucea,18.451,-78.1736,78.66,76,98,2.73,JM,1666474224
488,Laranjeiras do Sul,-25.4078,-52.4161,61.61,92,5,3.69,BR,1666474225
489,Nyurba,63.2842,118.3319,17.2,97,92,4.03,RU,1666474225
490,Wamba,8.9333,8.6,73.78,55,57,3.94,NG,1666474226
491,Novy Urengoy,66.0833,76.6333,29.52,87,97,15.55,RU,1666474226
492,Sayyan,15.1718,44.3244,52.54,22,4,3.65,YE,1666474227
493,Bayan,46.0833,127.4,33.85,71,97,2.06,CN,1666474227
494,Fort Saint James,54.4333,-124.25,39.99,72,100,5.08,CA,1666474228
495,Sola,-13.8833,167.55,75.87,94,100,6.91,VU,1666474228
496,Hirara,24.8,125.2833,79.63,86,50,18.01,JP,1666474229
497,Holme,56.1138,10.1725,55.18,96,94,9.75,DK,1666474229
498,Brigantine,39.4101,-74.3646,63.01,67,0,6.91,US,1666474090
499,St. George's,12.0564,-61.7485,85.68,74,20,18.41,GD,1666474230
500,Tweed,44.4751,-77.3162,65.86,51,2,5.17,CA,1666474230
501,Cabo San Lucas,22.8909,-109.9124,90.61,73,88,10.87,MX,1666474230
502,Alihe,50.5667,123.7167,23.61,87,10,3.29,CN,1666474231
503,Garoowe,8.4054,48.4845,76.05,75,90,11.03,SO,1666474232
504,Amga,60.8953,131.9608,15.6,98,99,0.94,RU,1666474232
505,Kapoeta,4.7717,33.5903,79.14,55,85,5.86,SS,1666474233
506,Umluj,25.0213,37.2685,80.38,66,0,8.93,SA,1666474233
507,Soyo,-6.1349,12.3689,77.11,89,23,9.75,AO,1666473656
508,Sulphur Springs,33.1385,-95.6011,85.55,34,0,24.16,US,1666474234
509,Antalaha,-14.9003,50.2788,68.92,88,34,4.63,MG,1666474235
510,Awjilah,29.1081,21.2869,67.66,47,0,8.59,LY,1666474235
511,Kriva Palanka,42.2019,22.3319,56.61,56,7,1.86,MK,1666474236
512,Skjervøy,70.0311,20.9714,39.2,83,100,42.48,NO,1666474236
513,Kars,40.602,43.095,30.65,100,20,3.44,TR,1666474237
514,Estelle,29.8458,-90.1067,80.01,55,40,13.8,US,1666474237
515,Dzhebariki-Khaya,62.2167,135.8,-14.06,100,92,1.36,RU,1666474238
516,Povolzhskiy,53.5854,49.7629,28.02,65,44,5.48,RU,1666474238
517,Bétaré Oya,5.6,14.0833,67.08,97,97,4.0,CM,1666474239
518,Sakon Nakhon,17.1612,104.1472,69.13,76,88,2.82,TH,1666474239
519,Kurmanayevka,52.5093,52.0675,31.24,62,37,4.63,RU,1666474240
520,Riyadh,24.6877,46.7219,73.54,16,0,5.68,SA,1666473955
521,Mogadishu,2.0371,45.3438,77.32,84,36,11.34,SO,1666474241
522,Husavik,66.0449,-17.3389,28.33,74,52,12.01,IS,1666474241
523,Mel'nikovo,56.5558,84.085,47.25,93,100,9.98,RU,1666474242
524,Krasnystaw,50.9846,23.1742,52.0,92,100,12.17,PL,1666474242
525,Sembakung,3.8167,117.25,73.4,99,99,2.04,ID,1666474242
526,Nizhniy Kuranakh,58.8353,125.4869,20.48,97,100,3.47,RU,1666474243
527,Chicama,-7.8447,-79.1469,61.34,71,89,8.95,PE,1666474243
528,Tanout,14.9709,8.8879,80.37,18,0,12.71,NE,1666474244
529,Nortelândia,-14.4547,-56.8028,76.32,82,100,2.75,BR,1666474244
530,Sept-Îles,50.2001,-66.3821,59.0,61,75,14.97,CA,1666474216
531,Poso,-1.3959,120.7524,76.37,87,85,4.25,ID,1666474245
532,Ialibu,-6.2821,143.9935,59.29,88,100,0.89,PG,1666474245
533,Oranjemund,-28.55,16.4333,58.1,92,3,4.7,NA,1666474246
534,Nouakchott,18.0858,-15.9785,78.73,72,0,16.15,MR,1666474158
535,Talcahuano,-36.7167,-73.1167,56.88,72,75,10.36,CL,1666474246
536,Matsumoto,36.2333,137.9667,54.12,87,71,1.7,JP,1666474247
537,Letlhakeng,-24.0944,25.0298,79.02,29,66,8.05,BW,1666474247
538,Alice Springs,-23.7,133.8833,69.35,60,39,8.05,AU,1666473475
539,Paciran,-6.8767,112.3761,80.83,79,78,3.91,ID,1666474248
540,Ola,59.5833,151.2833,15.73,66,100,9.71,RU,1666474248
541,Mount Gambier,-37.8333,140.7667,55.31,94,100,11.5,AU,1666474249
542,Ibrā’,22.6906,58.5334,71.17,47,0,4.05,OM,1666474249
543,Milas,37.3164,27.7839,52.95,58,0,4.61,TR,1666474250
544,Linqiong,30.4159,103.4609,67.82,62,97,2.08,CN,1666474250
545,Marabu,4.4148,114.0089,77.14,94,40,0.0,MY,1666474251
546,Burnie,-41.0667,145.9167,53.94,96,100,13.56,AU,1666474251
547,Bathsheba,13.2167,-59.5167,84.81,74,40,12.66,BB,1666474252
548,Merauke,-8.4667,140.3333,81.09,81,14,2.53,ID,1666474252
